redshift    median_ri     lambda
     0.319971     0.514069      40.3689
     0.407012     0.579472      53.6560
     0.604492     0.917315      45.4030
     0.481212     0.672087      49.8117
     0.277799     0.479729      41.1621
     0.555867     0.804543      46.5929
     0.380991     0.555803      38.2637
     0.550923     0.830254      40.1706
     0.218960     0.443605      40.8265
     0.469477     0.643776      44.5182
     0.541867     0.789854      43.1605
     0.507118     0.705534      51.8101
     0.471120     0.661322      42.9317
     0.424849     0.595919      49.0947
     0.274970     0.472675      43.9538
     0.215698     0.432802      46.3641
     0.418111     0.587372      40.5824
     0.415409     0.571867      45.7539
     0.569898     0.839777      54.7543
     0.432192     0.600288      42.2910
     0.303945     0.508564      42.5961
     0.290244     0.486284      41.6350
     0.543059     0.794064      45.5098
     0.572899     0.851938      50.2694
     0.419224     0.584700      40.6130
     0.538786     0.793352      44.6555
     0.550502     0.790754      51.5813
     0.229397     0.443714      34.4805
     0.281111     0.470058      34.9076
     0.503314     0.705984      48.3015
     0.416535     0.578955      41.5130
     0.342645     0.542479      37.7145
     0.438366     0.597015      51.2914
     0.270797     0.467541      44.7776
     0.647796     0.998739      42.2147
     0.421437     0.578394      40.5672
     0.428458     0.598293      37.3026
     0.300936     0.499884      40.7808
     0.360743     0.561892      37.0433
     0.583148     0.904711      45.2505
     0.221626     0.434330      33.1990
     0.527455     0.755087      48.1031
     0.471957     0.664242      39.0569
     0.522728     0.758482      47.6455
     0.514951     0.733252      48.2557
     0.602665     0.913389      43.8928
     0.450615     0.637566      47.7218
     0.426288     0.588055      44.0148
     0.431781     0.599022      43.5877
     0.495844     0.682316      40.7197
     0.617905     0.949146      49.7202
     0.241471     0.452389      43.9996
     0.441212     0.610731      42.1995
     0.209156     0.429136      35.5483
     0.394307     0.568117      45.4793
     0.459805     0.623131      44.1826
     0.255155     0.458445      39.6671
     0.407577     0.570305      43.7097
     0.278651     0.476662      38.1111
     0.530173     0.775276      47.4930
     0.342383     0.539795      39.3315
     0.566640     0.840872      53.3661
     0.275378     0.465715      37.9281
     0.559896     0.824938      57.0731
     0.563090     0.846596      47.3557
     0.306455     0.502289      44.0911
     0.377338     0.542837      40.3994
     0.362658     0.548985      41.9249
     0.282649     0.481728      44.9149
     0.598206     0.908964      46.7455
     0.485293     0.688698      42.8402
     0.410563     0.565931      41.6350
     0.584300     0.876064      53.6865
     0.438309     0.603300      45.8454
     0.353991     0.534124      35.1669
     0.696102      1.06960      47.6913
     0.549581     0.794731      40.2468
     0.499448     0.705799      44.5640
     0.446474     0.612614      40.1858
     0.405198     0.571566      42.9927
     0.638827     0.986858      51.6423
     0.387521     0.557594      36.2958
     0.500826     0.716986      36.3721
     0.234817     0.447390      39.8350
     0.222181     0.441523      40.1553
     0.345139     0.544888      40.0028
     0.296340     0.493181      38.5840
     0.486055     0.692072      44.0758
     0.203098     0.433580      32.4210
     0.405023     0.570587      36.8602
     0.375403     0.552227      41.4672
     0.410908     0.581038      40.3536
     0.341555     0.535000      43.9843
     0.522741     0.755455      42.8249
     0.456941     0.639397      40.3689
     0.256796     0.454262      38.9197
     0.615660     0.929667      41.1164
     0.371523     0.556282      42.2605
     0.397615     0.567389      37.4247
     0.476072     0.676485      39.0875
     0.213869     0.439163      33.8550
     0.310619     0.499451      46.6539
     0.510450     0.725599      46.6539
     0.513497     0.736307      43.9538
     0.586621     0.873449      45.9522
     0.223660     0.449896      30.1633
     0.598417     0.917112      53.9000
     0.475277     0.654701      45.5098
     0.394845     0.559172      43.6945
     0.314996     0.512157      40.4146
     0.327430     0.524467      36.8145
     0.396800     0.563883      45.3267
     0.341963     0.536440      44.7928
     0.426543     0.589891      44.2436
     0.303881     0.489799      32.9550
     0.292599     0.497849      33.0465
     0.561728     0.852861      41.7723
     0.563544     0.847088      43.0537
     0.379282     0.551872      43.7097
     0.564609     0.844416      50.1931
     0.394722     0.556557      47.1879
     0.464968     0.651360      40.1706
     0.467382     0.647228      41.2079
     0.384223     0.560577      42.3825
     0.588141     0.891605      50.6355
     0.422694     0.568653      39.1180
     0.401407     0.569149      39.5756
     0.524548     0.746651      53.9000
     0.604973     0.922791      53.0915
     0.269546     0.466352      38.1111
     0.536445     0.762659      42.4893
     0.606854     0.949322      50.9863
     0.574110     0.866596      34.4805
     0.529521     0.755110      49.3388
     0.395587     0.569925      43.8775
     0.361736     0.551638      33.0617
     0.336778     0.531998      48.4235
     0.238700     0.451780      37.9586
     0.203128     0.434164      41.4977
     0.287166     0.475325      38.9502
     0.560286     0.843552      46.2115
     0.392862     0.564989      36.8907
     0.408551     0.566097      37.5772
     0.350320     0.532398      36.7687
     0.640309     0.994272      48.4540
     0.473090     0.652235      38.9502
     0.523017     0.735464      39.6214
     0.572309     0.850565      39.1637
     0.245884     0.450878      36.4789
     0.449715     0.606852      39.1180
     0.524628     0.744104      40.7503
     0.344567     0.533318      36.0822
     0.306390     0.492950      35.0907
     0.420722     0.590242      41.1011
     0.355783     0.532902      41.7266
     0.246097     0.452496      34.5262
     0.381306     0.556002      39.8044
     0.309743     0.505045      38.1569
     0.567704     0.851536      43.6487
     0.405741     0.561760      41.6961
     0.394230     0.570890      43.3131
     0.400900     0.569487      38.5535
     0.558950     0.826893      38.5993
     0.320747     0.512205      36.7229
     0.275242     0.476044      41.0401
     0.681744      1.06218      58.0036
     0.235246     0.448349      38.0806
     0.650599      1.01271      44.3962
     0.518212     0.740143      36.8297
     0.535764     0.769655      45.3878
     0.279711     0.483948      32.6651
     0.538349     0.787386      41.0096
     0.425573     0.593164      42.5656
     0.411014     0.575052      53.1068
     0.408190     0.568323      45.0522
     0.497368     0.695059      41.6198
     0.410922     0.566324      46.0590
     0.402582     0.584595      41.6045
     0.592445     0.911940      40.4757
     0.226097     0.437593      34.8313
     0.487557     0.681009      37.7908
     0.320422     0.514963      36.8755
     0.351392     0.539154      37.5925
     0.613757     0.952694      55.8832
     0.644023     0.994839      53.7780
     0.205577     0.425135      33.7025
     0.572592     0.849985      42.2910
     0.605372     0.907351      52.6796
     0.504516     0.702454      43.8775
     0.284514     0.480947      35.7161
     0.367565     0.544796      38.4467
     0.613392     0.921888      44.0148
     0.267125     0.472950      32.9855
     0.480377     0.661449      39.7129
     0.450092     0.605080      40.4146
     0.241476     0.446430      42.2300
     0.536647     0.776087      38.6298
     0.596507     0.902779      41.8791
     0.527047     0.754070      35.1822
     0.314414     0.506609      35.9449
     0.229134     0.439724      35.1364
     0.437288     0.596291      43.3436
     0.417558     0.578295      39.6977
     0.229392     0.442396      37.1806
     0.507850     0.727951      48.7286
     0.444333     0.612095      40.5214
     0.523791     0.759510      50.2388
     0.513732     0.711151      38.5993
     0.297988     0.500061      37.2111
     0.534077     0.774813      44.6403
     0.309206     0.499918      40.2773
     0.245820     0.446264      36.3568
     0.613373     0.944778      46.5166
     0.439505     0.615358      33.0770
     0.458436     0.618488      37.8213
     0.561863     0.824919      46.7760
     0.431717     0.597210      44.4267
     0.546118     0.797459      51.2914
     0.493275     0.700935      38.8434
     0.524365     0.753292      41.6350
     0.581781     0.864040      40.4757
     0.430002     0.601936      36.8907
     0.595717     0.908127      46.1353
     0.519606     0.742104      42.4130
     0.386045     0.568419      36.5704
     0.504254     0.711014      42.9165
     0.315992     0.511539      37.2569
     0.286564     0.481108      35.5178
     0.397470     0.558897      32.1007
     0.278304     0.466263      37.3331
     0.272164     0.476038      34.9686
     0.249695     0.454416      38.4467
     0.457859     0.635792      36.3263
     0.395684     0.569422      44.4267
     0.464280     0.649235      50.9101
     0.456117     0.621325      36.6161
     0.579780     0.863907      42.7639
     0.515061     0.736361      41.9859
     0.403309     0.576691      40.1401
     0.370135     0.546183      37.1653
     0.559148     0.822031      41.5588
     0.418031     0.577982      35.1517
     0.280898     0.473396      32.3753
     0.519457     0.739141      42.0774
     0.412277     0.567694      40.1095
     0.296421     0.491547      40.8265
     0.539114     0.776915      42.8859
     0.408871     0.569757      35.1517
     0.576021     0.858780      45.5861
     0.353146     0.541958      35.7924
     0.433114     0.590570      37.5620
     0.475684     0.658073      46.8522
     0.340010     0.526474      44.8538
     0.487720     0.690418      46.6997
     0.255657     0.467541      33.7482
     0.388666     0.559120      39.1790
     0.396296     0.559132      35.5636
     0.335266     0.526564      34.5720
     0.554070     0.827106      40.5367
     0.389471     0.556381      34.9381
     0.232177     0.452639      39.9722
     0.463490     0.655844      38.2179
     0.521234     0.749594      49.3693
     0.427993     0.587360      38.8739
     0.592747     0.893099      47.0048
     0.331674     0.527372      38.7061
     0.511985     0.717218      43.0385
     0.504452     0.715347      53.8695
     0.466534     0.653931      44.3199
     0.269284     0.463465      42.4588
     0.221626     0.434437      38.8129
     0.444508     0.620621      39.8197
     0.603857     0.950373      47.9048
     0.491623     0.688116      40.6130
     0.237740     0.446367      34.5720
     0.512893     0.726727      43.1148
     0.285043     0.495220      31.0328
     0.551067     0.813011      43.8623
     0.219730     0.446148      41.2994
     0.520856     0.745415      39.2553
     0.409228     0.572111      44.8386
     0.256986     0.460470      40.9791
     0.414355     0.589039      44.2284
     0.253839     0.464106      33.1990
     0.435619     0.599239      37.0280
     0.441633     0.601566      39.3926
     0.585987     0.887283      37.1043
     0.410013     0.571182      45.3420
     0.316817     0.521505      35.2432
     0.315237     0.508720      30.7888
     0.519282     0.727999      37.1043
     0.327928     0.519344      33.6414
     0.421867     0.583136      48.3930
     0.472109     0.642580      42.4741
     0.449803     0.617764      41.1774
     0.589139     0.904272      43.8318
     0.525061     0.752350      42.2910
     0.294399     0.491962      41.9859
     0.312834     0.506756      38.9959
     0.204799     0.430601      32.1464
     0.283325     0.469118      34.7550
     0.395313     0.568760      37.1348
     0.398351     0.564955      35.2432
     0.528449     0.743952      42.4893
     0.522355     0.747004      36.2348
     0.584711     0.877308      47.6608
     0.531345     0.748690      35.8839
     0.596746     0.916946      49.9337
     0.511706     0.737946      42.0774
     0.419878     0.579134      35.1059
     0.266477     0.468321      39.5299
     0.561281     0.805059      47.3557
     0.372421     0.540297      38.0959
     0.604699     0.913971      46.5166
     0.439565     0.598293      30.4379
     0.392945     0.558546      35.0296
     0.285225     0.483494      36.4178
     0.532058     0.775686      35.5636
     0.604916     0.907700      54.0221
     0.386402     0.554857      36.0975
     0.424050     0.590797      44.6098
     0.328049     0.516420      42.8707
     0.345275     0.539560      31.6430
     0.621016     0.962656      47.7828
     0.353339     0.549419      35.7161
     0.269488     0.465153      32.6956
     0.431205     0.589848      41.4977
     0.376851     0.550945      35.0296
     0.500288     0.701958      38.9197
     0.394311     0.560064      35.5331
     0.326772     0.525488      37.8518
     0.524264     0.720503      41.4062
     0.412604     0.577713      31.3837
     0.454257     0.630865      47.8896
     0.263982     0.470461      35.6551
     0.396485     0.563173      38.0806
     0.380129     0.549097      46.1505
     0.374273     0.550011      36.4178
     0.210054     0.435379      31.9939
     0.259810     0.461403      34.1143
     0.477266     0.656673      41.7418
     0.386844     0.546888      41.7418
     0.243515     0.441372      30.7888
     0.499422     0.689014      41.2689
     0.590272     0.898977      45.3267
     0.364020     0.548063      39.6824
     0.569870     0.841549      39.7587
     0.379060     0.560377      53.1220
     0.465423     0.637510      34.4194
     0.388421     0.554483      37.3331
     0.604664     0.918633      45.3878
     0.562635     0.832804      37.0433
     0.590066     0.936010      37.7755
     0.530393     0.756605      52.8322
     0.393988     0.562967      44.2131
     0.273830     0.469675      35.7161
     0.211109     0.426430      32.2685
     0.566193     0.827585      45.6624
     0.557866     0.814823      40.6282
     0.552630     0.794281      43.2978
     0.292127     0.483047      38.1416
     0.420839     0.584551      40.0638
     0.321322     0.511812      32.8939
     0.349175     0.543673      34.2974
     0.448296     0.615652      44.5030
     0.407606     0.585518      33.7940
     0.490005     0.687479      36.6924
     0.545379     0.804544      42.5046
     0.218332     0.453022      30.6515
     0.452693     0.634396      38.6451
     0.227837     0.440655      40.3384
     0.607163     0.929148      45.4793
     0.600776     0.911638      44.2741
     0.398972     0.570536      35.9907
     0.390078     0.563448      35.1059
     0.402659     0.568001      41.1774
     0.375482     0.557278      40.6740
     0.578195     0.872343      43.0232
     0.565317     0.849863      36.1585
     0.607510     0.943184      47.4167
     0.387218     0.551735      34.4499
     0.414788     0.576298      36.6467
     0.295588     0.495405      33.1075
     0.496461     0.719730      41.7418
     0.338093     0.527023      35.7314
     0.585174     0.888290      41.6656
     0.500735     0.726124      39.9570
     0.492134     0.684557      42.4741
     0.414696     0.586237      39.4078
     0.543278     0.796089      33.5957
     0.552831     0.790020      41.7876
     0.528680     0.766718      41.6961
     0.638709     0.986303      57.5155
     0.569031     0.857513      42.2452
     0.431737     0.587208      38.4773
     0.452751     0.626715      38.6146
     0.320945     0.515839      34.0076
     0.434113     0.604347      40.2926
     0.269472     0.462778      37.1501
     0.250373     0.460693      34.9076
     0.600263     0.927544      38.2332
     0.515628     0.735779      32.7109
     0.263636     0.461632      38.0654
     0.370617     0.561071      34.0991
     0.309710     0.505545      34.6635
     0.361985     0.543129      43.4809
     0.527214     0.751265      36.0212
     0.216116     0.445654      32.3295
     0.630913     0.994892      42.3520
     0.203035     0.421600      36.0517
     0.468700     0.651018      45.7234
     0.387544     0.555353      36.5094
     0.420055     0.591969      38.3400
     0.461329     0.636776      43.2063
     0.534752     0.745598      45.8454
     0.524331     0.752270      43.8775
     0.548311     0.807301      41.1621
     0.474928     0.671936      39.7892
     0.200006     0.428074      31.6735
     0.299867     0.492481      35.4263
     0.686118      1.07563      42.8859
     0.278344     0.473255      37.9738
     0.307837     0.506311      35.8229
     0.306808     0.502150      39.5756
     0.373881     0.556149      37.1958
     0.373424     0.559351      36.9060
     0.484588     0.678185      36.2805
     0.245544     0.454098      32.7109
     0.647408     0.979523      49.8880
     0.624608     0.965458      57.6680
     0.475848     0.657419      34.6940
     0.578777     0.871342      38.8434
     0.608120     0.908707      46.8828
     0.534297     0.776932      42.0927
     0.585989     0.864204      35.6856
     0.415415     0.580553      39.8044
     0.324575     0.510353      33.3821
     0.285666     0.474697      31.9786
     0.568023     0.826801      50.9253
     0.501019     0.702593      36.7840
     0.428471     0.597824      32.2380
     0.277082     0.472784      33.5804
     0.555811     0.812761      45.2200
     0.489708     0.685369      45.3573
     0.480713     0.670006      36.5856
     0.336404     0.533680      40.9943
     0.569153     0.826010      38.1111
     0.360798     0.549299      40.4909
     0.488708     0.689589      36.6009
     0.594112     0.926439      42.6419
     0.410332     0.568750      42.8402
     0.333047     0.522945      33.4736
     0.467968     0.640066      56.2798
     0.321345     0.524643      32.1007
     0.605739     0.955896      49.5219
     0.468185     0.656660      33.9923
     0.684238      1.05082      39.4688
     0.528959     0.741297      35.5483
     0.518192     0.751247      48.7744
     0.489060     0.695005      46.7607
     0.274850     0.479660      35.9754
     0.414052     0.572861      33.5652
     0.600679     0.931269      39.4536
     0.480546     0.660618      38.0654
     0.640428     0.975830      46.1810
     0.409251     0.573496      37.8823
     0.507965     0.723860      44.3047
     0.416008     0.576311      38.4315
     0.555760     0.818384      37.9738
     0.320662     0.509279      35.7161
     0.396360     0.578421      35.4263
     0.383914     0.557886      38.7213
     0.444027     0.601025      35.4568
     0.457250     0.632442      38.2179
     0.674807      1.05924      52.0237
     0.490992     0.678131      41.0706
     0.260701     0.464499      31.5210
     0.457028     0.643724      33.2601
     0.422862     0.587336      33.7177
     0.460970     0.643192      37.0280
     0.472843     0.655239      40.6587
     0.312795     0.503506      35.3958
     0.400840     0.553545      40.4299
     0.342764     0.535271      35.1364
     0.530805     0.765621      37.6230
     0.480910     0.678959      36.9670
     0.471522     0.653519      46.0895
     0.225027     0.440664      31.2617
     0.222036     0.438322      31.8566
     0.365128     0.550961      36.1432
     0.228434     0.430223      41.3452
     0.376023     0.553106      45.7234
     0.465528     0.656454      36.1432
     0.332605     0.529736      32.5888
     0.609930     0.932323      48.3015
     0.580491     0.885496      40.6740
     0.513414     0.726620      43.3741
     0.421134     0.578728      35.7771
     0.339645     0.527670      30.7582
     0.265117     0.461075      34.1448
     0.580714     0.900379      45.5403
     0.392423     0.555925      36.9823
     0.628254     0.989206      49.5524
     0.591436     0.899635      39.0264
     0.551690     0.803370      39.7892
     0.290171     0.485659      33.0465
     0.640918      1.00095      42.8097
     0.417226     0.578568      47.6455
     0.520259     0.745274      37.9128
     0.285713     0.490252      33.8550
     0.562703     0.833054      38.7518
     0.479671     0.652262      36.1127
     0.476366     0.657625      35.0449
     0.419627     0.581385      39.9722
     0.392731     0.565075      36.2500
     0.581500     0.875864      44.7928
     0.511402     0.714535      36.6161
     0.634557     0.970835      53.7475
     0.483221     0.677166      43.9843
     0.455299     0.629539      42.7944
     0.464723     0.632282      39.7129
     0.450467     0.623245      49.7812
     0.636605     0.972107      45.7234
     0.483172     0.679073      32.7261
     0.507877     0.721952      34.3127
     0.436941     0.600410      39.7129
     0.567941     0.847118      38.8434
     0.536166     0.776751      43.3894
     0.488510     0.683884      36.6772
     0.382275     0.560806      36.2958
     0.524127     0.751692      43.3131
     0.519265     0.729273      45.7691
     0.586805     0.905586      35.6856
     0.548814     0.789972      38.0349
     0.347233     0.528378      32.9550
     0.396036     0.563377      36.0365
     0.367280     0.558098      32.3142
     0.525151     0.746788      32.3142
     0.357633     0.536474      35.4110
     0.561443     0.827148      37.5925
     0.456818     0.637001      40.1401
     0.460360     0.629404      40.4299
     0.306620     0.510868      30.9108
     0.582885     0.879099      44.6860
     0.407431     0.563242      36.1585
     0.386368     0.555655      35.2737
     0.531412     0.776690      36.4026
     0.361312     0.551624      40.7197
     0.566161     0.845448      38.9197
     0.406797     0.565479      34.4347
     0.610373     0.931301      54.4492
     0.260381     0.459255      33.2143
     0.629629     0.997292      44.9301
     0.402968     0.571966      40.1095
     0.550516     0.822693      43.2368
     0.521493     0.737682      42.0164
     0.564689     0.841379      40.7350
     0.311372     0.507034      34.2669
     0.295146     0.492031      35.5025
     0.531791     0.758595      34.2059
     0.526054     0.763481      38.8129
     0.317097     0.519056      32.5431
     0.501511     0.702532      36.2348
     0.615464     0.935095      50.0100
     0.436965     0.605928      41.1011
     0.394863     0.565178      33.7330
     0.395189     0.555784      37.4857
     0.359676     0.545496      31.7193
     0.529807     0.748835      36.9975
     0.297534     0.497807      31.0633
     0.397370     0.558544      38.6603
     0.389542     0.556566      30.9718
     0.378103     0.560993      39.4078
     0.290939     0.485229      35.2432
     0.451896     0.608393      32.2990
     0.405549     0.563545      41.8334
     0.328296     0.528936      33.2753
     0.384942     0.557102      37.5009
     0.471705     0.647953      36.6009
     0.508656     0.729507      40.1401
     0.314879     0.514841      38.9197
     0.635310     0.987806      46.1963
     0.596220     0.901918      37.6687
     0.230852     0.440548      37.6382
     0.306323     0.506258      31.2769
     0.302116     0.505997      36.4026
     0.521440     0.764334      35.3958
     0.410833     0.571926      36.0975
     0.440140     0.613066      38.6298
     0.403555     0.567036      35.5331
     0.513555     0.738766      39.5604
     0.314166     0.507858      32.1464
     0.611983     0.955109      36.5704
     0.411541     0.570223      40.2011
     0.638957     0.986137      43.0537
     0.397560     0.561119      37.8365
     0.483179     0.655436      31.7803
     0.529401     0.757509      36.7077
     0.504128     0.729607      37.1501
     0.306244     0.503799      33.5346
     0.228152     0.436697      30.1175
     0.456886     0.627138      38.0501
     0.671445      1.05814      47.8438
     0.264938     0.460291      34.4805
     0.240315     0.457420      31.0481
     0.516494     0.739044      39.5146
     0.473529     0.655668      50.6965
     0.465069     0.647280      46.3183
     0.366057     0.554749      33.1838
     0.237999     0.445976      34.9991
     0.282139     0.491138      30.4684
     0.584141     0.890949      48.3777
     0.606104     0.937944      39.3926
     0.461708     0.627094      37.3484
     0.507355     0.700689      35.3195
     0.298404     0.490303      33.5346
     0.525308     0.752745      40.8265
     0.387656     0.560650      32.5888
     0.639513     0.995220      46.2268
     0.572399     0.865223      34.7856
     0.472447     0.657187      38.7366
     0.502058     0.715162      34.0228
     0.363106     0.551151      37.8213
     0.617479     0.944643      41.6350
     0.454290     0.620577      36.3263
     0.388292     0.554453      35.7466
     0.437931     0.602236      32.5278
     0.491499     0.684469      33.3821
     0.306501     0.503389      31.2006
     0.483919     0.672081      34.1143
     0.410182     0.568438      36.6924
     0.387765     0.566940      39.7739
     0.487456     0.688049      38.9959
     0.323687     0.525396      30.3311
     0.339557     0.536329      36.6161
     0.510009     0.724794      39.1637
     0.691600      1.08932      50.5439
     0.255466     0.469557      34.2364
     0.498179     0.716074      43.0385
     0.366744     0.554287      36.8450
     0.460858     0.625196      32.7109
     0.201922     0.442352      30.3616
     0.540170     0.782913      40.1858
     0.614493     0.954582      40.3231
     0.631522     0.984266      42.4741
     0.295969     0.493082      32.7109
     0.218045     0.429209      34.4194
     0.351726     0.534803      32.2837
     0.648836      1.03512      40.9333
     0.220965     0.444767      31.2311
     0.543357     0.795336      32.1770
     0.461148     0.642702      38.5535
     0.574919     0.872639      40.2011
     0.614750     0.943438      40.8418
     0.517873     0.733263      38.6603
     0.365164     0.552279      34.8466
     0.303016     0.494143      32.0091
     0.398909     0.563046      45.9064
     0.628902     0.983139      37.5314
     0.507415     0.732941      38.7671
     0.333107     0.525076      30.6057
     0.494699     0.709383      35.6398
     0.690297      1.10914      46.0285
     0.402102     0.581738      35.5788
     0.599096     0.915594      35.2890
     0.225125     0.442846      31.7651
     0.620080     0.952259      38.2484
     0.453433     0.633039      36.0060
     0.507633     0.714821      41.3299
     0.403837     0.567976      35.6093
     0.206267     0.426910      32.7566
     0.285510     0.483732      31.6583
     0.457201     0.636852      39.2858
     0.603874     0.944134      38.9044
     0.483768     0.666346      35.3652
     0.577406     0.854103      45.7844
     0.475785     0.655766      45.2810
     0.637173     0.976078      46.9895
     0.316695     0.515387      33.5804
     0.492892     0.686514      46.1963
     0.499375     0.722771      35.3652
     0.614583     0.957170      37.9738
     0.478190     0.656178      39.6977
     0.390704     0.557005      33.4126
     0.348865     0.536261      37.9738
     0.527112     0.753929      33.9008
     0.289686     0.490211      31.3990
     0.390810     0.571018      33.2753
     0.269353     0.463640      34.3737
     0.427145     0.588371      39.4688
     0.402224     0.575117      41.3299
     0.563634     0.830118      45.1589
     0.375385     0.560837      34.6483
     0.299310     0.495438      35.1059
     0.236234     0.445829      34.6635
     0.620337     0.993023      45.0522
     0.348891     0.545486      31.5057
     0.402107     0.574768      40.0943
     0.558843     0.807808      33.8703
     0.502413     0.707975      40.8723
     0.319648     0.511370      38.2637
     0.507535     0.719740      37.3026
     0.696707      1.07693      37.9586
     0.482534     0.671928      36.7687
     0.343591     0.536222      45.2962
     0.471750     0.670355      36.1585
     0.472676     0.674292      35.2432
     0.417547     0.587072      40.3994
     0.365008     0.557720      34.9534
     0.430380     0.571634      33.4279
     0.444625     0.615297      32.0854
     0.357678     0.547285      35.2432
     0.479193     0.669556      38.6146
     0.536509     0.782961      36.3263
     0.437339     0.589809      36.4026
     0.467378     0.654909      32.3295
     0.425829     0.593586      37.4399
     0.423317     0.588087      39.1942
     0.346319     0.545191      33.1380
     0.391416     0.568563      32.3142
     0.308752     0.499424      30.7582
     0.460752     0.629108      33.2906
     0.262559     0.467356      30.9871
     0.419776     0.588781      35.1669
     0.577328     0.876968      37.4857
     0.403011     0.569712      30.6057
     0.638311     0.985338      42.4741
     0.465278     0.648289      39.4383
     0.352686     0.529480      33.4584
     0.460692     0.636330      39.8044
     0.420824     0.585859      38.7366
     0.640703     0.998627      34.8923
     0.334914     0.531071      33.8245
     0.288951     0.490036      31.5057
     0.603044     0.912769      32.6651
     0.415231     0.567472      41.8028
     0.253117     0.457603      33.0007
     0.588412     0.889559      37.7603
     0.617922     0.954840      44.5030
     0.236117     0.437439      35.0449
     0.325057     0.516930      32.2227
     0.438827     0.616463      35.1059
     0.532030     0.748890      39.4841
     0.590858     0.877439      31.1244
     0.366822     0.551704      35.6551
     0.522089     0.736174      42.1690
     0.412625     0.567846      37.5620
     0.485173     0.679863      33.4889
     0.471776     0.644470      34.6940
     0.309325     0.487047      33.7177
     0.272104     0.478222      33.9618
     0.548093     0.793299      32.0397
     0.505155     0.714027      34.0533
     0.378898     0.557270      33.3516
     0.579335     0.884306      41.8334
     0.219989     0.447947      32.4210
     0.433594     0.603283      40.1553
     0.290169     0.494671      37.0585
     0.392353     0.565052      31.4752
     0.411534     0.573864      38.9502
     0.512369     0.729918      39.6214
     0.408550     0.569962      37.4857
     0.333490     0.532431      37.1806
     0.589597     0.890358      38.6603
     0.318324     0.514002      34.6635
     0.226570     0.447598      33.5346
     0.458647     0.634241      33.7177
     0.302601     0.503063      33.8855
     0.579507     0.887768      41.8334
     0.399522     0.569212      36.9823
     0.279829     0.477001      39.2248
     0.334590     0.516794      31.9329
     0.304471     0.501394      33.8550
     0.549932     0.783897      35.5025
     0.432408     0.597229      32.1770
     0.547848     0.770554      38.5078
     0.543172     0.804193      31.0481
     0.532959     0.768192      30.4226
     0.622654     0.965528      46.8217
     0.572633     0.848526      38.3857
     0.236662     0.448530      34.4194
     0.611471     0.941092      35.4873
     0.493222     0.692772      37.8823
     0.298312     0.478357      31.3074
     0.621100     0.947514      40.6740
     0.332392     0.527851      34.8923
     0.513899     0.731033      36.5246
     0.508589     0.701532      32.1007
     0.446307     0.610804      39.4688
     0.541987     0.792221      37.2874
     0.275534     0.482723      31.2922
     0.503242     0.699718      33.7635
     0.535389     0.773565      33.8703
     0.502328     0.702814      31.5362
     0.470371     0.656652      31.8719
     0.501243     0.699921      35.1974
     0.395068     0.564341      35.4263
     0.418212     0.583080      35.9449
     0.296380     0.494270      36.5704
     0.410240     0.580168      30.3616
     0.331306     0.538902      31.4600
     0.486522     0.677053      31.2159
     0.262883     0.466169      36.1280
     0.523177     0.756008      37.0738
     0.670378      1.05116      36.7077
     0.679771      1.05157      38.4467
     0.535478     0.768646      37.1806
     0.297620     0.499756      33.8855
     0.410839     0.571917      36.4483
     0.479936     0.692879      33.7940
     0.428921     0.581673      30.0565
     0.389473     0.571079      31.6430
     0.611113     0.950041      41.9706
     0.531186     0.759581      36.4636
     0.482832     0.682188      37.1196
     0.576118     0.854227      36.3568
     0.684517      1.07834      42.9317
     0.576668     0.865192      39.3620
     0.449809     0.622683      36.9670
     0.535494     0.762777      32.4668
     0.387110     0.563566      36.7534
     0.348483     0.535271      31.4447
     0.303195     0.508469      33.0160
     0.596601     0.918221      35.7314
     0.318415     0.505247      35.7924
     0.520604     0.725071      34.3279
     0.417804     0.581505      30.6515
     0.650259      1.00253      36.2500
     0.609962     0.929552      41.9706
     0.520244     0.746939      36.4636
     0.652378      1.01802      43.4961
     0.668959      1.04924      44.3809
     0.544868     0.795652      35.6093
     0.560810     0.827759      34.3127
     0.399842     0.568024      34.8008
     0.432382     0.602545      36.7229
     0.475225     0.677921      35.0144
     0.529466     0.759548      38.7061
     0.406935     0.572443      35.9907
     0.412260     0.566540      37.0280
     0.548338     0.780840      37.6230
     0.419157     0.592211      36.2653
     0.449543     0.620655      34.8923
     0.606477     0.896130      42.7639
     0.226050     0.439449      34.4042
     0.463145     0.662361      39.3773
     0.547506     0.804943      32.8939
     0.518552     0.734245      38.6908
     0.455429     0.638620      36.9975
     0.367757     0.544294      32.7872
     0.420500     0.569992      35.9297
     0.559616     0.830902      39.6977
     0.599493     0.911325      34.4805
     0.630053     0.967682      31.8566
     0.553255     0.800854      36.5856
     0.398406     0.554558      37.9281
     0.631389     0.985176      37.4399
     0.642499     0.991653      42.5351
     0.317902     0.512285      34.6788
     0.444201     0.624258      40.5672
     0.381478     0.553432      33.3058
     0.331083     0.528934      30.4531
     0.433470     0.599611      31.8719
     0.401913     0.572155      35.5483
     0.459240     0.650471      31.3837
     0.418346     0.579823      43.1910
     0.364462     0.558250      37.5162
     0.419472     0.586304      35.3805
     0.582888     0.872559      32.8787
     0.246116     0.458803      30.5142
     0.414400     0.574400      35.9602
     0.326900     0.511999      39.4078
     0.226714     0.434475      30.1175
     0.347797     0.546703      33.8550
