mag n(<mag) err
12.0 0.20970540160663698 0.009951556994595753
12.1 0.20970540160663698 0.009951556994595753
12.2 0.20970540160663698 0.009951556994595753
12.299999999999999 0.20970540160663698 0.009951556994595753
12.399999999999999 0.20970540160663698 0.009951556994595753
12.499999999999998 0.20970540160663698 0.009951556994595753
12.599999999999998 0.20970540160663698 0.009951556994595753
12.699999999999998 0.20970540160663698 0.009951556994595753
12.799999999999997 0.20970540160663698 0.009951556994595753
12.899999999999997 0.20970540160663698 0.009951556994595753
12.999999999999996 0.20970540160663698 0.009951556994595753
13.099999999999996 0.20970540160663698 0.009951556994595753
13.199999999999996 0.20970540160663698 0.009951556994595753
13.299999999999995 0.20970540160663698 0.009951556994595753
13.399999999999995 0.20970540160663698 0.009951556994595753
13.499999999999995 0.20970540160663698 0.009951556994595753
13.599999999999994 0.20970540160663698 0.009951556994595753
13.699999999999994 0.20970540160663698 0.009951556994595753
13.799999999999994 0.20970540160663698 0.009951556994595753
13.899999999999993 0.20970540160663698 0.009951556994595753
13.999999999999993 0.20970540160663698 0.009951556994595753
14.099999999999993 0.20970540160663698 0.009951556994595753
14.199999999999992 0.20970540160663698 0.009951556994595753
14.299999999999992 0.20970540160663698 0.009951556994595753
14.399999999999991 0.20970540160663698 0.009951556994595753
14.499999999999991 0.20970540160663698 0.009951556994595753
14.59999999999999 0.20970540160663698 0.009951556994595753
14.69999999999999 0.20970540160663698 0.009951556994595753
14.79999999999999 0.20970540160663698 0.009951556994595753
14.89999999999999 0.20970540160663698 0.009951556994595753
14.99999999999999 0.20970540160663698 0.009951556994595753
15.099999999999989 0.20970540160663698 0.009951556994595753
15.199999999999989 0.20970540160663698 0.009951556994595753
15.299999999999988 0.20970540160663698 0.009951556994595753
15.399999999999988 0.20970540160663698 0.009951556994595753
15.499999999999988 0.20970540160663698 0.009951556994595753
15.599999999999987 0.20970540160663698 0.009951556994595753
15.699999999999987 0.20970540160663698 0.009951556994595753
15.799999999999986 0.20970540160663698 0.009951556994595753
15.899999999999986 0.20970540160663698 0.009951556994595753
15.999999999999986 0.20970540160663698 0.009951556994595753
16.099999999999987 0.20970540160663698 0.009951556994595753
16.199999999999985 0.20970540160663698 0.009951556994595753
16.299999999999983 0.4060974807386125 0.19399464932438262
16.399999999999984 0.602556704061562 0.2614069842536902
16.499999999999986 0.9957444616945712 0.4487768025572997
16.599999999999984 1.977770136793603 0.7180034501692655
16.69999999999998 5.123057576953823 0.9422596325816547
16.799999999999983 12.78713165658578 2.6905683749565386
16.899999999999984 24.774982672482146 3.763146392359815
16.999999999999982 44.82505230178678 4.8893775796506045
17.09999999999998 77.06621776518328 6.876045914224636
17.19999999999998 122.86865614188265 8.605822029072609
17.299999999999983 174.36966152040046 12.291883928272126
17.39999999999998 250.0575682033567 15.093432386923187
17.49999999999998 347.76444401137576 18.487730494127632
17.59999999999998 473.58067539052706 22.05144378427181
17.69999999999998 600.7740136589124 29.463032017767286
17.79999999999998 760.7947886320395 37.40496189755936
17.899999999999977 937.7103685891033 45.872082413677255
17.99999999999998 1150.8050228602494 56.65815351375784
18.09999999999998 1381.3927271137195 68.16379549232842
18.199999999999978 1653.65553308224 80.06473693041673
18.299999999999976 1948.7250057778153 96.76753067567904
18.399999999999977 2274.846932506164 111.9835369792537
18.49999999999998 2645.003849344503 125.63282129072216
18.599999999999977 3062.542009330767 143.8133095343844
18.699999999999974 3524.1115713639206 167.3646120195742
18.799999999999976 4025.0083101704595 193.607106932612
18.899999999999977 4587.222323521979 219.55913178072112
18.999999999999975 5195.427992485931 241.4150163849869
19.099999999999973 5889.3417675340515 269.8618003696559
19.199999999999974 6628.280764445482 306.04292973673546
19.299999999999976 7470.799537404956 337.7239071894513
19.399999999999974 8388.635071080646 379.7357497849396
19.49999999999997 9355.395349757448 423.08637927889345
19.599999999999973 10400.60206962437 474.35307616158263
19.699999999999974 11557.645059268258 520.5328941009307
19.799999999999972 12828.901743387294 580.6221215262595
19.89999999999997 14199.05680644052 645.5066604623678
19.99999999999997 15694.41914531761 708.1502552113592
20.099999999999973 17327.560285843654 777.1155054244667
20.19999999999997 19073.148660979095 848.0330272931119
20.29999999999997 20997.44818079805 934.9288095970761
20.39999999999997 23051.27930702621 1018.5486267989544
20.49999999999997 25327.089342016094 1109.186553979178
20.59999999999997 27754.829718917106 1198.8943928788226
20.699999999999967 30421.199893231686 1300.9599482952863
20.79999999999997 33310.68829917883 1404.3604281807868
20.89999999999997 36473.220659879924 1518.6845076614861
20.999999999999968 39935.161421339064 1646.4089183751084
21.099999999999966 43692.54215118567 1785.3487768344678
21.199999999999967 47794.08912479703 1931.4858860440509
21.29999999999997 52297.30902229199 2085.6278034952375
21.399999999999967 57145.47284856695 2261.2355121461687
21.499999999999964 62315.00195287939 2445.1684735533777
21.599999999999966 67992.97234444357 2624.005996150282
21.699999999999967 74107.03447108172 2815.2123490706163
21.799999999999965 80745.22247070678 3032.180031037805
21.899999999999963 87828.2177475113 3260.7423920831247
21.999999999999964 95526.37718016114 3523.390745291377
22.099999999999966 103765.45069609776 3786.15718625096
22.199999999999964 112815.83987890834 4085.8882282056097
22.29999999999996 122406.45424897729 4378.917431511058
22.399999999999963 132874.5977232245 4701.846812324222
22.499999999999964 144228.68621946403 5065.442991486366
22.599999999999962 156518.24741790834 5446.866309165134
22.69999999999996 169937.1693704621 5848.9330299581125
22.79999999999996 184393.37416582144 6302.209996776158
22.899999999999963 199999.72761161355 6763.404475986804
22.99999999999996 216723.15099631104 7272.738757645459
23.09999999999996 234954.48003614089 7810.678663672333
23.19999999999996 254712.85615452385 8412.83269212396
23.29999999999996 275838.02497483115 9056.23062532464
23.39999999999996 298739.06213826535 9779.255122184697
23.499999999999957 323285.61267429445 10526.5528680418
23.59999999999996 349598.8504680296 11324.530599738602
23.69999999999996 377819.6151253575 12191.82913438797
23.799999999999958 407992.44447278057 13097.894521325072
23.899999999999956 440317.11597968417 14047.265182730638
23.999999999999957 474816.25029407546 15061.112680024258
24.09999999999996 511285.70242062426 16124.60558358459
24.199999999999957 549981.7002347602 17286.56083438049
24.299999999999955 590828.8576541364 18464.192933296537
24.399999999999956 633632.8227221646 19718.650244537093
24.499999999999957 678343.8796011128 21003.82835678816
24.599999999999955 724590.3241934293 22406.73475983952
24.699999999999953 772067.1622296047 23872.169039858938
24.799999999999955 820123.2553674654 25454.049523631842
24.899999999999956 868913.1387614469 27142.41693078866
24.999999999999954 917789.8946942146 28969.414553516588
25.09999999999995 1011590.9151049346 11302.569340076667
25.199999999999953 1084828.0757874716 12172.173498826272
25.299999999999955 1163367.4853606904 13126.657142984968
25.399999999999952 1247593.019644569 14175.110961431628
25.49999999999995 1337916.3466922247 15327.515953925446
25.59999999999995 1434778.9389298183 16594.81797364265
25.699999999999953 1538654.230974778 17989.009061654513
25.79999999999995 1650049.9336794938 19523.216394154086
25.89999999999995 1769510.5157111876 21211.799699683357
25.99999999999995 1897619.8647975838 23070.458034757867
26.09999999999995 2035004.1416462143 25116.346835903834
26.19999999999995 2182334.840486981 27368.20619836889
26.299999999999947 2340332.0711975098 29846.501370048034
26.39999999999995 2509768.079053921 32573.576496739533
26.49999999999995 2691471.019311136 35573.82271387871
26.599999999999948 2886329.0050624977 38873.861752000994
26.699999999999946 3095294.4481641473 42502.74630917327
26.799999999999947 3319388.7144421227 46492.17854387138
26.89999999999995 3559707.115936316 50876.748156269474
26.999999999999947 3817424.2645829828 55694.19165469181
27.099999999999945 4093799.8135039574 60985.67454649601
27.199999999999946 4390184.613965486 66796.0983495913
27.299999999999947 4708027.318101292 73174.43449147085
27.399999999999945 5048881.459673455 80174.08734820804
27.499999999999943 5414413.0474812435 87853.28887658124
27.599999999999945 5806408.708533736 96275.52750899062
27.699999999999946 6226784.420789486 105510.01421494462
27.799999999999944 6677594.878148223 115632.18888508498
27.89999999999994 7161043.533469936 126724.27046633615
27.999999999999943 7679493.368710812 138875.85457054456
28.099999999999945 8235478.444819758 152184.5625965405
28.199999999999942 8831716.287850773 166756.7467496632
28.29999999999994 9471121.171833573 182708.2557126204
28.39999999999994 10156818.363328313 200165.26612449528
28.499999999999943 10892159.39729105 219265.18545761608
28.59999999999994 11680738.458917608 240157.63235385637
28.69999999999994 12526409.951539485 263005.5009888973
28.79999999999994 13433307.33644259 287986.1165857961
28.89999999999994 14405863.336697273 315292.4897942794
28.99999999999994 15448831.603755048 345134.678298749
29.099999999999937 16567309.952717591 377741.2647173206
29.19999999999994 17766765.27985096 413360.96061191347
29.29999999999994 19053060.28414107 452264.34724782227
29.399999999999938 20432482.12350489 494745.7646314964
29.499999999999936 21911773.145728007 541125.3613147499
29.599999999999937 23498163.844340496 591751.3184962919
29.69999999999994 25199408.2005187 647002.2630760921
29.799999999999937 27023821.58376398 707289.885541308
29.899999999999935 28980321.396616254 773061.7798817464
