#zlow,zhigh,nobj(2),mlim(3),m*(4),m*1su(5),m*1sl(6),lphi*(7),lphi*_1su(8), lphi*_1sl(9),alpha(10),alpha_1su(11),alpha_1sl(12)
    #phi2*(13),phi2*_su(14)
    #phi2*_1sl(15),alpha2(16),alpha2_1su(17),alpha2_1sl(18)
0.2  0.5 166658 8.75 10.83 0.02 -0.03  -2.63  0.03  -0.03  -0.95  0.10  -0.08  -4.01  +0.28  -1.14   -1.82  +0.18  -0.22
0.5  0.8  185245  9.50  10.76  0.01  -0.01  -2.66  0.02  -0.02  -0.57  0.03  -0.03  -3.24  0.  0.  -1.49  0. 0.
0.8  1.1  153881  9.97  10.68  0.02  -0.02  -2.57 0.03 -0.03 -0.33 0.08 -0.08 -3.24 0. 0. -1.49 0. 0.
1.1  1.5  85722 10.28  10.66 +0.02 -0.02  -2.88 +0.01 -0.01  0.19 +0.07  -0.07  -3.24  0. 0.  -1.49 0.  0. 
