# rp wp wp_cov [Mpc, Mpc, Mpc^2]
1.871794871794871806e-01 7.367521367521368347e+02 9.992684718468194660e+02 7.445442812964181485e+02 6.215048984992005217e+02 4.905276742883581278e+02 3.610843256142401856e+02 2.630090259007638451e+02 2.097669661772225993e+02 1.395880309413073235e+02 7.237341823524160134e+01 2.700440743175786196e+01 9.667559516562365118e+00
3.007692307692307887e-01 5.224216524216524249e+02 7.445442812964181485e+02 6.525397521124017430e+02 5.200181005024310252e+02 4.175520085064244995e+02 3.051622957605864030e+02 2.214072937719661525e+02 1.762383625132913210e+02 1.210287254161898147e+02 6.779228658858289691e+01 2.555482504200453064e+01 7.756053116451976592e+00
4.835897435897436036e-01 3.647863247863247693e+02 6.215048984992005217e+02 5.200181005024310252e+02 4.600979293999238280e+02 3.770732380418990601e+02 2.848696439152279822e+02 2.067984431944546202e+02 1.654079309421189805e+02 1.106682372708013844e+02 5.677561464598501573e+01 1.924649962256800251e+01 6.339339778086217514e+00
7.788746438746438905e-01 2.475925925925926094e+02 4.905276742883581278e+02 4.175520085064244995e+02 3.770732380418990601e+02 3.288680692526846769e+02 2.518920300971583117e+02 1.817503713443884692e+02 1.438343235850358610e+02 9.373759141565410857e+01 4.352016217400832687e+01 1.320312132206719191e+01 5.283920179219325775e+00
1.253190883190883120e+00 1.641595441595441685e+02 3.610843256142401856e+02 3.051622957605864030e+02 2.848696439152279822e+02 2.518920300971583117e+02 1.998591935130396848e+02 1.448137596285744735e+02 1.162737518364299092e+02 7.652056395646140174e+01 3.574526586634848968e+01 1.131391587730619186e+01 4.565750278000990647e+00
2.017635327635327602e+00 1.029116809116809179e+02 2.630090259007638451e+02 2.214072937719661525e+02 2.067984431944546202e+02 1.817503713443884692e+02 1.448137596285744735e+02 1.076746536148245639e+02 8.790178245306451288e+01 5.906810821340737050e+01 2.850869716966583312e+01 9.337160412658990438e+00 3.652734149885147108e+00
3.254059829059829045e+00 6.931339031339031465e+01 2.097669661772225993e+02 1.762383625132913210e+02 1.654079309421189805e+02 1.438343235850358610e+02 1.162737518364299092e+02 8.790178245306451288e+01 7.680893418072906798e+01 5.398452528794409488e+01 2.838112109479631329e+01 1.020882744458243074e+01 3.758013327813898297e+00
5.238589743589743719e+00 4.777065527065526851e+01 1.395880309413073235e+02 1.210287254161898147e+02 1.106682372708013844e+02 9.373759141565410857e+01 7.652056395646140174e+01 5.906810821340737050e+01 5.398452528794409488e+01 4.118422334234301019e+01 2.416498242709069189e+01 9.887340606001576049e+00 3.767075754255241993e+00
8.426054131054131702e+00 3.199715099715099953e+01 7.237341823524160134e+01 6.779228658858289691e+01 5.677561464598501573e+01 4.352016217400832687e+01 3.574526586634848968e+01 2.850869716966583312e+01 2.838112109479631329e+01 2.416498242709069189e+01 1.823488445710668060e+01 9.132975787534192591e+00 3.289618184917330712e+00
1.357482905982906018e+01 1.959116809116809321e+01 2.700440743175786196e+01 2.555482504200453064e+01 1.924649962256800251e+01 1.320312132206719191e+01 1.131391587730619186e+01 9.337160412658990438e+00 1.020882744458243074e+01 9.887340606001576049e+00 9.132975787534192591e+00 5.825892241134407179e+00 2.449693995990292805e+00
2.182940170940171143e+01 9.401994301994303527e+00 9.667559516562365118e+00 7.756053116451976592e+00 6.339339778086217514e+00 5.283920179219325775e+00 4.565750278000990647e+00 3.652734149885147108e+00 3.758013327813898297e+00 3.767075754255241993e+00 3.289618184917330712e+00 2.449693995990292805e+00 1.753483129195380075e+00
